,samples,nm_class,slices,fold
1165,d12cfd8b-682d-41df-acf8-ee7f68a6241c,Uterus-AdenoCA,9,5
1166,b0a83df8-dd2c-4c1b-b238-9081d2c22258,Uterus-AdenoCA,10,5
1167,2b78de4e-4c8b-4adf-a058-3dae797e7881,Uterus-AdenoCA,1,5
1168,19c1c97f-a3ec-44a8-8a20-6f97caed1a4f,Uterus-AdenoCA,2,5
1169,ed32c725-08ae-48eb-8fa2-719b9aeb7550,Uterus-AdenoCA,3,5
1170,f7dcc2e4-1fc4-4b39-bc6a-720e66116d68,Uterus-AdenoCA,4,5
1172,b38d0777-4901-48b8-9cdc-33b7f13a424f,Uterus-AdenoCA,6,5
1173,55ada396-0878-4724-8ebe-00da367eed3d,Uterus-AdenoCA,7,5
1174,15d597de-d26c-4ce1-b0cb-077e39b55f30,Uterus-AdenoCA,8,5
1175,a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3,Uterus-AdenoCA,9,5
1176,23cc70c4-b744-4fa0-a0de-b25c0fdf212f,Uterus-AdenoCA,10,5
1177,f7187888-f261-4a39-99b4-966fd7207117,Uterus-AdenoCA,1,5
1178,b77084ab-8148-49e0-b3f9-90f7d9ea1862,Uterus-AdenoCA,2,5
1179,bcf858fd-cc3b-4fde-ab10-eb96216f4366,Uterus-AdenoCA,3,5
1180,8dd14f0e-8601-4aa1-864c-3c49e768cdd1,Uterus-AdenoCA,4,5
1182,c75cc75a-7496-420f-b526-ea63c77e9839,Uterus-AdenoCA,6,5
1183,0c39c03a-ec84-42c6-be69-8e98bc7a9f5a,Uterus-AdenoCA,7,5
1184,99696731-c88f-427b-975b-1d90013e63ff,Uterus-AdenoCA,8,5
1185,cc19a480-9c66-4ee8-a0c0-921acac02689,Uterus-AdenoCA,9,5
1186,0385961e-ea99-40b2-ad79-6872bc30d8a1,Uterus-AdenoCA,10,5
1187,42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2,Uterus-AdenoCA,1,5
1188,96f337d2-cec4-4484-87cd-ab2109d2bf50,Uterus-AdenoCA,2,5
1189,7364a112-61b9-41c6-b85f-18c97c54cefd,Uterus-AdenoCA,3,5
1190,638e80c7-9a6e-4a32-a621-fc4168e72343,Uterus-AdenoCA,4,5
1192,accfc45b-eae0-4991-a488-e217cdb46655,Uterus-AdenoCA,6,5
1193,dec775c5-7d9a-4dc5-b399-dc4b7ba49d73,Uterus-AdenoCA,7,5
1194,fd504153-3cf6-44b9-99d5-21961ebac188,Uterus-AdenoCA,8,5
1195,950486ad-14f8-480a-b079-9cc3cd842090,Uterus-AdenoCA,9,5
1196,31bc44b9-35ff-43fd-8a01-a834f3b1ce46,Uterus-AdenoCA,10,5
1197,82d2ea5f-ebdc-4907-a287-fe837fd6b59c,Uterus-AdenoCA,1,5
1198,ec31e921-0782-4f77-ac23-4190af1e61ee,Uterus-AdenoCA,2,5
1199,92126163-00c3-41f2-9ce6-7aad5f621407,Uterus-AdenoCA,3,5
1200,712ba532-fb1a-43fa-a356-b446b509ceb7,Uterus-AdenoCA,4,5
0,301d6ce3-4099-4c1d-8e50-c04b7ce91450,Bladder-TCC,1,6
1,4838b5a9-968c-4178-bffb-3fafe1f6dc09,Bladder-TCC,2,6
2,c66c92d5-df65-46e6-861d-d8a98808e6a3,Bladder-TCC,3,6
3,973d0577-8ca4-44a1-817f-1d3c1bada151,Bladder-TCC,4,6
4,91f458e6-64b7-454d-a542-b0aa23638fd8,Bladder-TCC,5,6
6,abd2d959-d5ed-4eb3-9759-67eb1aa23325,Bladder-TCC,7,6
7,0c7aca3f-e006-4de3-afc2-20b4f727d4fd,Bladder-TCC,8,6
8,804ffa2e-158b-447d-945c-707684134c87,Bladder-TCC,9,6
9,2b142863-b963-4cc9-8f8f-c72503c93390,Bladder-TCC,10,6
10,45a7949d-e63f-4956-866c-df51257032de,Bladder-TCC,1,6
11,acc629cb-ad03-4cec-9b21-922e4932ef3e,Bladder-TCC,2,6
12,d4615ca0-b5c7-4a5c-8593-bd50034a78ae,Bladder-TCC,3,6
13,448fe471-3f4e-4dc8-a4e0-6f147dc93abe,Bladder-TCC,4,6
14,cda1a403-16b6-487c-a82a-c377d1d0f89d,Bladder-TCC,5,6
16,418a3dec-96ff-4719-becb-e1a8260cce2f,Bladder-TCC,7,6
17,f389176f-d8f3-45c2-aae4-7378a3d6fc7f,Bladder-TCC,8,6
18,b73523d7-f5a5-4140-8537-4df4d1ecf465,Bladder-TCC,9,6
19,ffdd4feb-aca3-4104-b1e8-954d705a6450,Bladder-TCC,10,6
20,94108975-b7a0-40ba-ad39-e44cc62e8cc0,Bladder-TCC,1,6
21,e6c78a98-f45b-482b-a551-4f11b8c1ff8b,Bladder-TCC,2,6
22,7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c,Bladder-TCC,3,6
23,a876398c-5b1d-444f-a360-5fe2db697480,Breast-AdenoCA,4,6
24,f848b66f-bd9e-4fba-afd4-eb58848d1ef4,Breast-AdenoCA,5,6
26,1eb62abc-7928-405b-84cc-f091ca5347b2,Breast-AdenoCA,7,6
27,dabb5a94-9706-4429-8db0-c328e2004340,Breast-AdenoCA,8,6
28,ec4d4cbc-d5d1-418d-a292-cad9576624fd,Breast-AdenoCA,9,6
29,6764e0a2-7a78-45c1-9189-6001c6518ce4,Breast-AdenoCA,10,6
30,8f558713-f32b-403b-aedf-c79efeb41c67,Breast-AdenoCA,1,6
31,fc6d77a9-121b-48ab-a899-713c3d1319a2,Breast-AdenoCA,2,6
32,987d41ee-6bab-490c-b0f2-bf28c0089de9,Breast-AdenoCA,3,6
33,d8fbb398-d1da-4444-984a-22c8523625da,Breast-AdenoCA,4,6
34,f39cc911-36a7-4c06-9e91-4ad86281db3d,Breast-AdenoCA,5,6
37,4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9,Breast-AdenoCA,7,6
38,e8392f20-c9e3-4649-b64f-5b266c393a76,Breast-AdenoCA,8,6
39,fb9135d9-2acf-41dd-8552-359e6b8c9470,Breast-AdenoCA,9,6
40,2c6f1862-bb82-4e7e-9cb3-338bdf022ff4,Breast-AdenoCA,10,6
42,47312f61-5ef4-4f25-9320-8fbb4758790e,Breast-AdenoCA,1,6
44,71fda5a9-7049-406f-9348-2c24f7ddf5f4,Breast-AdenoCA,2,6
45,e55f338f-97e2-4394-ae23-c92606069485,Breast-AdenoCA,3,6
46,cc4f9175-a8c8-424a-99d7-8bd11cae0e52,Breast-AdenoCA,4,6
47,13d05f7a-e16a-40ef-9a15-21257da2cf89,Breast-AdenoCA,5,6
49,aacaba97-ecde-440b-aae0-0e9c608c4b24,Breast-AdenoCA,7,6
50,25c76a8f-77c0-4650-bddf-45ed0c10a2e6,Breast-AdenoCA,8,6
51,1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa,Breast-AdenoCA,9,6
52,df291849-4c35-44e1-b013-8f6b7ee36113,Breast-AdenoCA,10,6
53,c61ded54-f80e-4da8-b1d8-e22551c96118,Breast-AdenoCA,1,6
54,c67409b2-ac25-42a0-8543-4636ef132fe4,Breast-AdenoCA,2,6
55,6d7f44df-e9f0-4542-a6d8-d14ee7804002,Breast-AdenoCA,3,6
56,a6c14ebc-81a2-44f7-af87-2b7ec85e5696,Breast-AdenoCA,4,6
57,07b5141f-ac79-439b-883b-b0183bbe7ff5,Breast-AdenoCA,5,6
60,36d1a85e-a09b-4537-86e0-eaf1eb03aed8,Breast-AdenoCA,7,6
61,15f90ef0-831b-40a3-98bd-ec226a9e8b26,Breast-AdenoCA,8,6
62,74039acd-5aca-4c65-818c-3b577d295be0,Breast-AdenoCA,9,6
63,b27d75ba-5989-4200-bfe9-f1b7d7cf8008,Breast-AdenoCA,10,6
64,97064332-1d4f-4571-93ff-354ffe6d7df9,Breast-AdenoCA,1,6
65,8e03e773-5557-4e78-889b-4710c515378f,Breast-AdenoCA,2,6
66,41f140b8-72b9-4ae3-8b25-6144d9f94d0f,Breast-AdenoCA,3,6
67,30dbe353-86d5-40ed-84c2-dbddf7beb17b,Breast-AdenoCA,4,6
68,2b000af3-2c9d-4eaa-af3f-8101b7425c37,Breast-AdenoCA,5,6
70,6c8e9197-fd16-4fed-bfda-e349cab26314,Breast-AdenoCA,7,6
71,eddfbfb9-3ae8-449b-b870-46062a2571c1,Breast-AdenoCA,8,6
72,9032b7fe-e38a-4641-a45e-67041668adc4,Breast-AdenoCA,9,6
73,418e916b-7a4e-4fab-8616-15dcec4d79f8,Breast-AdenoCA,10,6
74,9ddf2119-a222-4fa5-a9f3-0bec7eeea36b,Breast-AdenoCA,1,6
75,fe04d042-a4cc-4a14-8197-415ea40951aa,Breast-AdenoCA,2,6
76,27f87d1e-2c32-4beb-9677-62f7a286673d,Breast-AdenoCA,3,6
77,f8f749b7-547d-49fa-9da2-44eed962b6fd,Breast-AdenoCA,4,6
78,73936e8b-c893-4afd-bd1f-be90c06a4869,Breast-AdenoCA,5,6
80,db45d81f-695c-4f99-beea-6dbec1ff47fc,Breast-AdenoCA,7,6
81,467ef778-f481-44f3-9768-b9900252d2ba,Breast-AdenoCA,8,6
82,7b08e810-f3c9-4155-ac11-f45a3a4f8b41,Breast-AdenoCA,9,6
83,5dbf3203-ce73-41e4-bf9a-32fc856f73f5,Breast-AdenoCA,10,6
84,6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01,Breast-AdenoCA,1,6
86,8691c87f-2468-44bb-a670-3dccd6da33c6,Breast-AdenoCA,2,6
87,d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d,Breast-AdenoCA,3,6
88,110b5f05-ded7-45ec-b0f6-a941c92d77dd,Breast-AdenoCA,4,6
89,aa58c09a-7799-4675-8310-d270224b163e,Breast-AdenoCA,5,6
91,13c312ec-0add-4758-ab8d-c193e2e08c6d,Breast-AdenoCA,7,6
92,5b7d5767-2037-4175-aec9-886776343181,Breast-AdenoCA,8,6
93,b752b444-f033-4be4-9d24-e5e80b4181af,Breast-AdenoCA,9,6
94,5a535c49-d42e-43c6-9d32-dc76f28d4f0f,Breast-AdenoCA,10,6
95,84c77098-03d0-4b22-afb1-797703e85c6c,Breast-AdenoCA,1,6
96,4d409156-3a36-4c63-9ad6-b6af34f27b06,Breast-AdenoCA,2,6
97,ddc7377d-82c3-480a-be3c-3d1da52c77d4,Breast-AdenoCA,3,6
98,a85cf239-ff51-46e7-9b88-4c2cb49c66b9,Breast-AdenoCA,4,6
99,207f8a42-5b05-4876-b0ae-ebfaeea27844,Breast-AdenoCA,5,6
101,01658141-8398-4585-9f0f-8355dd9b0604,Breast-AdenoCA,7,6
102,7456abd5-303e-4e6f-bf4e-47efefc7310f,Breast-AdenoCA,8,6
103,f6114c69-71a1-47d5-9b28-b0227b1872f7,Breast-AdenoCA,9,6
104,0448206f-3ade-4087-b1a9-4fb2d14e1367,Breast-AdenoCA,10,6
105,74b57d2c-a83f-4798-b86b-a533975e4cc0,Breast-AdenoCA,1,6
106,f69e5057-eda6-4391-ba9a-aedbf6b572da,Breast-AdenoCA,2,6
107,6e839eaf-1dbb-43f5-8846-c980e05540c7,Breast-AdenoCA,3,6
109,2da2b745-068d-408c-9163-3b3a78d4aaed,Breast-AdenoCA,4,6
110,3585e133-b3c1-4d90-b5f2-2b867e0ae0ec,Breast-AdenoCA,5,6
112,e7dc7492-3a84-49c7-8dea-8f508b53dc40,Breast-AdenoCA,7,6
113,9c70688d-6e43-4520-9262-eaae4e4d597d,Breast-AdenoCA,8,6
114,9ff21093-58d7-4b69-aade-c242a383ea56,Cervix-SCC,9,6
115,3269608c-5dd7-452a-976a-31ac971aac2f,Cervix-SCC,10,6
116,b3b3a27c-ee9a-42af-a6d1-9af5970a98b9,Cervix-SCC,1,6
117,07d20658-3db4-47e7-877b-66536266edfc,Cervix-SCC,2,6
118,945e6808-2887-4f32-ac32-8f9e00353bf6,Cervix-SCC,3,6
119,7dc3e035-c7ae-4164-a62b-9c2460812b05,Cervix-SCC,4,6
120,f658c350-fb89-4268-8a59-a07e365f4221,Cervix-SCC,5,6
123,43be43cb-a367-4a74-94e4-973acafcf576,Cervix-SCC,7,6
124,8be2b0f5-7bad-4720-b13c-e95b32bdb933,Cervix-SCC,8,6
125,06dad93a-4b67-49b3-8fa5-f2546e22bae7,Cervix-SCC,9,6
126,14b8bbf2-310b-459b-b52d-a7ef510ce1cf,Cervix-SCC,10,6
127,0d31a44f-1fc5-43a2-9633-36c4e650d3d2,Cervix-SCC,1,6
129,801e67c8-c506-410a-bdf0-856a66e974f4,Cervix-SCC,2,6
130,e07991a4-0901-4ed1-8704-aa376565d862,Cervix-SCC,3,6
131,047f9e4d-86b5-4943-aef5-68199bf29e8c,Cervix-SCC,4,6
132,a67f4531-99ef-43df-82f5-f6abc4b11826,Cervix-SCC,5,6
134,dc505248-ed04-4f77-a7c6-3fefbc5df27b,Lymph-CLL,7,6
135,04b570c2-3224-4e9b-81cc-089b4a7ff07a,Lymph-CLL,8,6
136,21e7e43e-f9b1-4351-a6d9-b9cd06d15f68,Lymph-CLL,9,6
137,15563a10-47a8-401d-a507-2c7101f7ae60,Lymph-CLL,10,6
138,3e8a2c90-e747-4a22-bc9e-0b062479fec2,Lymph-CLL,1,6
139,a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3,Lymph-CLL,2,6
140,66b4a1f3-480f-4050-96ac-920c1c080864,Lymph-CLL,3,6
141,39a5d94d-e8c8-4057-be96-362ffbafb94d,Lymph-CLL,4,6
142,b7722577-f200-4dec-97f6-4fab3a9ba52d,Lymph-CLL,5,6
144,7b296706-b535-45a0-9a8e-4a34a8c33bb5,Lymph-CLL,7,6
145,ffa976f0-aa60-4867-842e-361afa7d68ac,Lymph-CLL,8,6
146,1de83d45-8492-4b83-9055-a9f43b823f91,Lymph-CLL,9,6
147,278b2498-1d64-493b-ac43-3489ec86f313,Lymph-CLL,10,6
148,9c730cfb-3fd6-428a-a0a4-c061ca5db06c,Lymph-CLL,1,6
149,31a70598-33be-4f09-9990-bd7594467802,Lymph-CLL,2,6
150,50f4d836-79a9-4bc7-a63a-7aa29e41d418,Lymph-CLL,3,6
151,140d6ef7-0217-4d16-9add-215d0d14ba06,Lymph-CLL,4,6
152,367fdef3-d7af-4996-932f-cc5087e843dc,Lymph-CLL,5,6
154,c569b867-dadd-4591-af17-7e9b74699561,Lymph-CLL,7,6
155,537cccf2-fb25-448b-813e-ca5d5642b910,Lymph-CLL,8,6
156,8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6,Lymph-CLL,9,6
157,def5526a-774a-4704-bb24-10c4e713649a,Lymph-CLL,10,6
158,2a7f6aac-8f94-4815-8b94-0ea7db71135c,Lymph-CLL,1,6
159,1193a9c4-5aab-4cd7-a690-60c96bd1172d,Lymph-CLL,2,6
160,22cd3875-a123-4f0d-8cd1-371958208ad6,Lymph-CLL,3,6
161,d5423a93-0a72-43cf-a7ae-9011f47553c7,Lymph-CLL,4,6
162,5f53bcda-2fd3-4574-9cc2-5efe353372b2,Lymph-CLL,5,6
164,3f72f750-5666-44e7-acaf-a912d89475be,Lymph-CLL,7,6
165,c642b9cc-bdb1-4796-9692-8be92398be17,Lymph-CLL,8,6
166,05da3161-1444-4188-914d-19762de3a443,Lymph-CLL,9,6
167,c9f87f0d-4967-4be2-8b92-a20f1980ea22,Lymph-CLL,10,6
168,aeeb01b4-790e-4929-bd59-6aad837603b1,Lymph-CLL,1,6
169,a83e247a-8f65-4be4-9c6e-a72c4abffae8,Lymph-CLL,2,6
170,91397d9c-3120-407f-8847-74b356943469,Lymph-CLL,3,6
171,616ff577-c5c3-432e-a857-f29901de119c,Lymph-CLL,4,6
172,c00d925a-ca4d-4561-a8f2-d4542f218086,Lymph-CLL,5,6
174,ca49fdb1-d55a-427c-9819-90980dcd956f,Lymph-CLL,7,6
175,513bafce-375c-49b0-ae75-6c607abd05d8,Lymph-CLL,8,6
176,a1724132-f95c-4622-8987-fe3183b9dce3,Lymph-CLL,9,6
177,55c82198-5be6-4cc5-b5b3-b707af234107,Lymph-CLL,10,6
178,f1fdacf3-2bb5-400c-895d-ec7f472fa0d4,Lymph-CLL,1,6
179,19cd4360-8392-4bc2-ae88-fdc1335d886b,Lymph-CLL,2,6
180,631eedb3-dbd1-4606-90e1-ea91b9a77a5a,Lymph-CLL,3,6
181,7d52a9e7-b5a9-4519-96fd-e8be42a7890c,Lymph-CLL,4,6
182,dabdd983-a819-410e-bfb8-5c66a66cf5ab,Lymph-CLL,5,6
184,eba6d269-27f8-4e50-b59a-5d639bdd5cff,Lymph-CLL,7,6
185,4b7a704b-e516-4275-be11-45cc935237e2,Lymph-CLL,8,6
186,c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf,Lymph-CLL,9,6
187,a9d055c6-6c53-4e85-8270-34883a1342a9,Lymph-CLL,10,6
188,f266899a-1dab-4226-a965-bc1327c64080,Lymph-CLL,1,6
189,915cbb43-9e00-433d-818f-531011bea57e,Lymph-CLL,2,6
190,3de261ea-6478-4f96-8ca1-30be130e945f,Lymph-CLL,3,6
191,132f7f2a-b902-4343-aa08-cf6a7af10b9a,Lymph-CLL,4,6
192,0b6cd7df-6970-4d60-b7b5-85002a7d8781,Lymph-CLL,5,6
194,08f7812b-0d74-42ba-985b-d0a027e8a80c,Lymph-CLL,7,6
195,7f7e007e-4b06-4328-b116-6dcdb2ad8181,Lymph-CLL,8,6
196,6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb,Lymph-CLL,9,6
197,1bdfaa8a-1b7e-4251-b135-ce5e4568371b,Lymph-CLL,10,6
198,90de4296-0223-4b9f-8abb-6db278bfc932,Lymph-CLL,1,6
199,9e99b8d9-6f0d-4fe0-9c1e-d286c0714909,Lymph-CLL,2,6
200,d88296ac-bb0d-47ab-9051-6c358f0af780,Lymph-CLL,3,6
201,ea4a5ca7-86f9-47c7-81be-0c2c669a999f,Lymph-CLL,4,6
202,8cce153d-953d-40c5-976b-60f6a143608c,Lymph-CLL,5,6
204,2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2,Lymph-CLL,7,6
205,43d630aa-3890-401c-bf56-e3a9f325734f,Lymph-CLL,8,6
206,31f02f48-44a4-445e-ac3d-e9bf3d8d25a2,ColoRect-AdenoCA,9,6
207,2df02f2b-9f1c-4249-b3b4-b03079cd97d9,ColoRect-AdenoCA,10,6
208,b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d,ColoRect-AdenoCA,1,6
209,10ad692b-4c3d-42de-9b5e-4968441388b3,ColoRect-AdenoCA,2,6
210,93ff786e-0165-4b02-8d27-806d422e93fc,ColoRect-AdenoCA,3,6
211,154f80bd-984c-4792-bb89-20c4da0c08e0,ColoRect-AdenoCA,4,6
212,8a929c55-35a6-4645-bb70-4b85d281b139,ColoRect-AdenoCA,5,6
214,00aa769d-622c-433e-8a8a-63fb5c41ea42,ColoRect-AdenoCA,7,6
215,42d20028-0ddc-4dac-9f05-d674f8915f21,ColoRect-AdenoCA,8,6
216,711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b,ColoRect-AdenoCA,9,6
217,4019c219-c51e-479f-8a9d-cfa6816ed696,ColoRect-AdenoCA,10,6
218,d3d65db3-36f9-41c7-8e5e-1683ce94dfcb,ColoRect-AdenoCA,1,6
219,d9690a27-bb02-498e-b15c-ee76e31d16ee,ColoRect-AdenoCA,2,6
220,492b4e58-12e2-47b2-bd47-28f8607072fa,ColoRect-AdenoCA,3,6
221,3c019b2f-52ec-40a8-99b5-98c1423ce627,ColoRect-AdenoCA,4,6
222,d3daf373-1485-455e-a0a1-8e33d215d623,ColoRect-AdenoCA,5,6
224,a64000df-16e5-4b88-865f-5c680adf60eb,ColoRect-AdenoCA,7,6
225,05486349-24a4-4931-bf5f-c9fefe369af2,ColoRect-AdenoCA,8,6
226,303abbe5-4155-4a0d-bc3b-f8995261ca52,ColoRect-AdenoCA,9,6
227,d3aff5d3-23c0-43ae-9c01-8ddd776b530b,ColoRect-AdenoCA,10,6
228,4cfb0aee-6661-478a-8694-9d8ba15e46b7,ColoRect-AdenoCA,1,6
229,b6b6e1d3-c592-4836-bdad-d53af2dbcc9a,ColoRect-AdenoCA,2,6
230,b2afbcba-d67d-43f1-be3b-05f3a5836ec0,ColoRect-AdenoCA,3,6
231,6051f40a-99e5-4461-9255-0e70d757b4d5,ColoRect-AdenoCA,4,6
232,ec43c4b5-fb72-4a4a-af03-10c2d05ff159,ColoRect-AdenoCA,5,6
234,9e5f0a23-e184-4611-b42b-e882dcf23acd,ColoRect-AdenoCA,7,6
235,f4b9d98f-7b76-4eaa-9595-10b0973d5ff7,ColoRect-AdenoCA,8,6
236,e3ef5cad-4d6e-4f04-babb-a908ee02644b,ColoRect-AdenoCA,9,6
237,05780d48-80e7-4d70-b00c-081f8a9519f2,ColoRect-AdenoCA,10,6
238,55345803-83d4-4fdb-b0ee-328753801da1,ColoRect-AdenoCA,1,6
239,080ecc31-756a-4a1b-a51e-d632ac8219f7,ColoRect-AdenoCA,2,6
240,85e29049-a5e8-49fa-a576-e113c7b2c2e3,ColoRect-AdenoCA,3,6
241,63bc376e-5a3d-44fd-8d77-686dfc41e458,ColoRect-AdenoCA,4,6
242,a0f94565-9169-49ee-8e6a-21bdc43d9de6,ColoRect-AdenoCA,5,6
244,0980e7fd-051d-45e9-9ca6-2baf073da4e8,ColoRect-AdenoCA,7,6
245,6ca5c1bb-275b-4d05-948a-3c6c7d03fab9,ColoRect-AdenoCA,8,6
246,d0a0d845-32e2-4590-b909-29bd27b92900,ColoRect-AdenoCA,9,6
247,75ad15b9-8f9c-40c1-9ca6-1e8454fbd310,ColoRect-AdenoCA,10,6
248,fc453f67-6623-4e8c-b519-0bd79e4d4651,ColoRect-AdenoCA,1,6
249,2cdc4cce-0877-4ec1-85f5-20c909912e65,ColoRect-AdenoCA,2,6
250,bd403458-5154-488b-931a-a7e737a6bf8c,Lymph-BNHL,3,6
251,fa676301-902f-473f-8313-5bff34ae549a,Lymph-BNHL,4,6
252,aa847c3d-d3a7-46aa-a81b-db5099a458fb,Lymph-BNHL,5,6
254,a29278af-7ecf-403e-b6a9-623ea7879d05,Lymph-BNHL,7,6
255,897a4500-6fb8-4e81-aa07-021a26d632fb,Lymph-BNHL,8,6
256,1b1780d5-06da-40ee-9e15-02631a68027b,Lymph-BNHL,9,6
264,7cae6c0b-36fe-411b-bbba-093a4c846d84,CNS-GBM,10,6
265,39520be3-a2af-4189-acf4-9d239363333a,CNS-GBM,1,6
266,d1132127-1250-43af-9c16-425798a3d1a7,CNS-GBM,2,6
267,a8f86b64-914c-4d89-897b-33bcdd1759f7,CNS-GBM,3,6
268,82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6,CNS-GBM,4,6
269,6de41ac1-229b-40b9-a494-5588c284351d,CNS-GBM,5,6
271,2fdab641-d73b-4f9a-aa4c-c1944f131a69,CNS-GBM,7,6
272,0332b017-17d5-4083-8fc4-9d6f8fdbbbde,CNS-GBM,8,6
273,914421d2-898e-433e-bb66-b1710eaae2c7,CNS-GBM,9,6
274,3914c02e-44ad-4c96-8464-61aa95b42c49,CNS-GBM,10,6
275,2ce48f01-2f61-49d9-a56a-7438bf4a37d7,CNS-GBM,1,6
276,c27290e4-6835-448a-abdc-df8ddd5f4630,CNS-GBM,2,6
277,65723119-bdfe-46f0-b629-c171023abd71,CNS-GBM,3,6
278,fca08ee9-b480-4dc7-be56-f1eb03b56f7c,CNS-GBM,4,6
279,d60f54f5-b154-42c4-99fb-cea4e7a33dc7,CNS-GBM,5,6
281,96e3db14-2bb1-4f68-aed6-5e794750c96e,CNS-GBM,7,6
282,b8151614-b08f-49a3-ab6f-2e780f765a17,CNS-GBM,8,6
283,4d7f2c74-862b-4aad-98e1-fa831f14a905,CNS-GBM,9,6
284,4a1ad661-f6ae-44e8-b50b-72ff658ff22b,CNS-GBM,10,6
285,53dec97d-0464-4ffd-8e2e-95b2b9a03af0,CNS-GBM,1,6
286,04339769-517c-448d-a7ca-951f83608c60,CNS-GBM,2,6
287,374cbd87-428e-4509-85c1-b7d3302c30a0,CNS-GBM,3,6
288,f98de26b-c7d6-435d-81fa-1f1869da9087,CNS-GBM,4,6
289,5fd77ba9-5015-4d8b-86a0-582e5c76bdd6,CNS-GBM,5,6
291,56ffaa35-814c-4c0b-b3c6-d4514d34fec2,CNS-GBM,7,6
292,b1e62d8e-24d2-4118-8cd0-3142acebdd5b,CNS-GBM,8,6
293,a8041e86-071e-46cd-8fb5-7ecdc1ab0553,Head-SCC,9,6
294,5193a482-6ed9-4504-bd7c-c8b9e4103577,Head-SCC,10,6
295,d4b80307-abbd-48bb-b52c-6dcd409699a2,Head-SCC,1,6
296,878a7fe7-20ff-4651-9587-b4d6fd42e929,Head-SCC,2,6
297,46d35b82-e1b7-4d35-be5e-3a70fd47e421,Head-SCC,3,6
298,c76f7fcc-2748-4b6d-805e-d21652dd5e3a,Head-SCC,4,6
299,dfa20d2d-1ba3-476a-b4b9-21d21470bee2,Head-SCC,5,6
301,a0fe80e0-e3ac-485b-8a1a-4c80c101b874,Head-SCC,7,6
302,1aff91a6-1b0f-4575-8f4b-4e064a50b886,Head-SCC,8,6
303,d3709eea-ca2a-49ac-b79c-871a5473d450,Head-SCC,9,6
304,a315b798-f037-48d5-91ed-e733e3bbd6ee,Head-SCC,10,6
305,de8ef60b-4dbe-4aa8-adef-6f58cdfada29,Head-SCC,1,6
306,190eb791-383d-4e27-870d-e470630843e7,Head-SCC,2,6
307,8294a969-59a1-4d3b-895b-f07e96bf9f7a,Head-SCC,3,6
308,e2b5c926-491d-430d-8d9c-5c73d7752d1b,Head-SCC,4,6
309,c121de15-78f7-4698-91bf-fd0485c466c2,Head-SCC,5,6
311,5046f1b4-9d95-4841-ba30-691fa44719a2,Head-SCC,7,6
312,7e584ff6-0b81-4f85-81da-b8117afee326,Head-SCC,8,6
313,feccc27e-5c2e-4339-8746-0945fee93c1e,Head-SCC,9,6
314,1db83e80-bdf7-4d8d-8008-bd8406d641fc,Head-SCC,10,6
315,29fc38aa-f367-46a3-a14d-a5f657ad0caa,Head-SCC,1,6
316,6bbd66dd-efee-4d6e-b02f-f88e98526b82,Head-SCC,2,6
317,e52ffa79-557a-4024-81f3-f3826c227ec5,Head-SCC,3,6
318,ef673d3d-2031-4036-ba25-4bc7ef04075b,Head-SCC,4,6
319,b537bc07-9998-49f4-bbbe-5b617152bfd9,Head-SCC,5,6
321,81598359-24d5-4a8b-a6e6-7a6f94289119,Head-SCC,7,6
322,c0812962-a345-48b7-aec0-01336c2d1eed,Head-SCC,8,6
323,02c6a893-49c5-49d1-8eb1-195021e70d52,Head-SCC,9,6
324,83eca7b5-45bb-44c0-8afe-36f8988d0078,Head-SCC,10,6
325,1727e88b-df0a-4af2-9191-8c6061d98ad0,Head-SCC,1,6
326,0e6ca8dc-0f31-4675-95b1-5920576daeff,Head-SCC,2,6
327,ab923db7-54e8-4a50-b7fd-c2b4b300041e,Head-SCC,3,6
328,9988eb07-01f6-4f83-8699-bb63e0525f08,Head-SCC,4,6
329,c2124bb2-30e1-4093-9a8a-3a188a6dc0a9,Head-SCC,5,6
331,54e78de0-d357-4125-a904-ab35e461572b,Head-SCC,7,6
332,d25a4c65-9cb4-4611-909e-e68f93408d84,Head-SCC,8,6
333,b86e88e7-0d5f-4b32-a35f-dc97251ab990,Head-SCC,9,6
334,08227616-02a5-46e8-9db1-f2d1d691ab23,Head-SCC,10,6
335,3e604a1c-b95f-44ff-9723-e2fac845da3b,Head-SCC,1,6
336,d72a7338-c144-4c62-a70e-2177a3b4b77e,Kidney-ChRCC,2,6
337,c56505cb-e150-408d-9df6-3af4e608c376,Kidney-ChRCC,3,6
