,samples,nm_class,slices,fold
69,cd52bcb-6e35-4220-9775-96dabff926b4.csv,Lymph-CLL,9,6
70,00d925a-ca4d-4561-a8f2-d4542f218086.csv,Lymph-CLL,10,6
71,13d7ee5-2bf0-43e4-9cd3-9326ed9355cf.csv,Lymph-CLL,1,6
72,459dba5-b27c-46f0-b5b8-c62d597a0542.csv,Lymph-CLL,2,6
73,569b867-dadd-4591-af17-7e9b74699561.csv,Lymph-CLL,3,6
74,642b9cc-bdb1-4796-9692-8be92398be17.csv,Lymph-CLL,4,6
75,9f87f0d-4967-4be2-8b92-a20f1980ea22.csv,Lymph-CLL,5,6
77,1be624b-eb76-4ce3-a6ba-ffc5b23953d3.csv,Lymph-CLL,7,6
78,5423a93-0a72-43cf-a7ae-9011f47553c7.csv,Lymph-CLL,8,6
79,88296ac-bb0d-47ab-9051-6c358f0af780.csv,Lymph-CLL,9,6
80,abdd983-a819-410e-bfb8-5c66a66cf5ab.csv,Lymph-CLL,10,6
81,c505248-ed04-4f77-a7c6-3fefbc5df27b.csv,Lymph-CLL,1,6
82,e99a4de-e916-4572-ac9e-73e341827229.csv,Lymph-CLL,2,6
83,ef5526a-774a-4704-bb24-10c4e713649a.csv,Lymph-CLL,3,6
84,1f0c565-6ed3-4e42-bc3e-c7b0003e837a.csv,Lymph-CLL,4,6
85,a4a5ca7-86f9-47c7-81be-0c2c669a999f.csv,Lymph-CLL,5,6
87,bc1a26b-9582-4756-acd5-b02d1152319d.csv,Lymph-CLL,7,6
88,f3b454c-b2cf-4f68-a2ab-733620b6714e.csv,Lymph-CLL,8,6
89,1fdacf3-2bb5-400c-895d-ec7f472fa0d4.csv,Lymph-CLL,9,6
90,266899a-1dab-4226-a965-bc1327c64080.csv,Lymph-CLL,10,6
91,5c8f98a-c34a-49e8-a655-d8f29487b55c.csv,Lymph-CLL,1,6
92,a9996c3-b874-4424-a5a6-f1c7c0f42b9b.csv,Lymph-CLL,2,6
93,b74cca4-ac9c-4be0-80e3-e71592f96aae.csv,Lymph-CLL,3,6
94,fa976f0-aa60-4867-842e-361afa7d68ac.csv,Lymph-CLL,4,6
0,8e61a02-654c-c226-e040-11ac0d481b60.csv,Myeloid-MPN,5,6
2,8e61a02-8c03-ad45-e040-11ac0d481b62.csv,Myeloid-MPN,7,6
3,8e61a02-8c9e-aaee-e040-11ac0d481b6a.csv,Myeloid-MPN,8,6
4,8e61a02-909d-a906-e040-11ac0d481b6e.csv,Myeloid-MPN,9,6
5,8e61a02-92b1-947e-e040-11ac0d481b68.csv,Myeloid-MPN,10,6
6,8e61a02-938b-9428-e040-11ac0d481b6c.csv,Myeloid-MPN,1,6
7,8e61a06-42fa-e42c-e040-11ac0d481b72.csv,Myeloid-MPN,2,6
8,8efa5ad-3a4d-39d6-e040-11ac0c480132.csv,Myeloid-MPN,3,6
9,8efc19a-1e4b-e1b0-e040-11ac0c48104e.csv,Myeloid-MPN,4,6
10,8f0136b-09ec-d079-e040-11ac0c4842e7.csv,Myeloid-MPN,5,6
12,8f0a423-1a3e-4fcc-e040-11ac0c481cb6.csv,Myeloid-MPN,7,6
13,8f61e36-b934-9410-e040-11ac0c4804cc.csv,Myeloid-MPN,8,6
14,8f7f274-dd98-3bb0-e040-11ac0c483fcd.csv,Myeloid-MPN,9,6
15,8f9d9b8-abdd-1afb-e040-11ac0d480523.csv,Myeloid-MPN,10,6
16,8fae6e5-93b5-7233-e040-11ac0c4830e7.csv,Myeloid-MPN,1,6
17,8fb791c-08b4-b6e1-e040-11ac0d4868f3.csv,Myeloid-MPN,2,6
18,9012277-55c4-2486-e040-11ac0c48236f.csv,Myeloid-MPN,3,6
19,901c7f7-891e-8ec1-e040-11ac0c480829.csv,Myeloid-MPN,4,6
20,9020478-c741-6776-e040-11ac0d481228.csv,Myeloid-MPN,5,6
22,9039bd6-8fa6-37cb-e040-11ac0d486d06.csv,Myeloid-MPN,7,6
23,903cfe2-c082-1bf6-e040-11ac0d4809f7.csv,Myeloid-MPN,8,6
24,9052bfc-94a0-cb29-e040-11ac0c48284a.csv,Myeloid-MPN,9,6
25,90b298a-0546-6c36-e040-11ac0c487a0b.csv,Myeloid-MPN,10,6
26,90cab09-6797-eccb-e040-11ac0d486aa3.csv,Myeloid-MPN,1,6
27,90d51f8-3bc4-2e66-e040-11ac0d484d19.csv,Myeloid-MPN,2,6
28,90dbdbf-f8cd-e0d8-e040-11ac0c482576.csv,Myeloid-MPN,3,6
29,90f8204-4d65-04fa-e040-11ac0c4841bb.csv,Myeloid-MPN,4,6
30,9101872-d864-c508-e040-11ac0c4818b5.csv,Myeloid-MPN,5,6
32,91661d6-a2b5-fac2-e040-11ac0d4852fd.csv,Myeloid-MPN,7,6
33,91a9af2-7909-099e-e040-11ac0c484205.csv,Myeloid-MPN,8,6
34,91ba748-5a05-e738-e040-11ac0c486a08.csv,Myeloid-MPN,9,6
35,91bde65-233d-2218-e040-11ac0c480a33.csv,Myeloid-MPN,10,6
36,91d1645-9b68-edbb-e040-11ac0c4854d8.csv,Myeloid-MPN,1,6
37,91faa2e-ea53-bef4-e040-11ac0d485f5d.csv,Myeloid-MPN,2,6
38,920200e-f349-3730-e040-11ac0d4825cc.csv,Myeloid-MPN,3,6
39,920ef57-c942-d2e1-e040-11ac0d481706.csv,Myeloid-MPN,4,6
40,92268fe-7a92-51e8-e040-11ac0d48733a.csv,Myeloid-MPN,5,6
42,926087f-0bec-1316-e040-11ac0c480a58.csv,Myeloid-MPN,7,6
43,92a78d1-90ff-70c8-e040-11ac0d485eca.csv,Myeloid-MPN,8,6
44,92b2c52-ed64-4594-e040-11ac0d48425c.csv,Myeloid-MPN,9,6
45,92b8fda-350b-17d5-e040-11ac0c480ce8.csv,Myeloid-MPN,10,6
46,92c8821-daba-3727-e040-11ac0d480224.csv,Myeloid-MPN,1,6
47,92fde51-6a19-6641-e040-11ac0c484074.csv,Myeloid-MPN,2,6
48,937fc8b-6fa7-12fd-e040-11ac0d4850f9.csv,Myeloid-MPN,3,6
49,938b6f4-a457-c624-e040-11ac0c486fad.csv,Myeloid-MPN,4,6
50,939f757-a415-ad44-e040-11ac0d4868e5.csv,Myeloid-MPN,5,6
52,93c9e35-c76c-2b59-e040-11ac0d485dee.csv,Myeloid-MPN,7,6
53,93dd46d-4611-e84e-e040-11ac0c483323.csv,Myeloid-MPN,8,6
54,942b732-7c0b-7ec6-e040-11ac0c483f86.csv,Myeloid-MPN,9,6
0,009b464-b376-4fbc-8a56-da538269a02f.csv,Ovary-AdenoCA,10,6
1,1df36af-3617-40fc-9892-f54ce433cf71.csv,Ovary-AdenoCA,1,6
2,52665d1-ab75-4f40-be5a-b88154c8beed.csv,Ovary-AdenoCA,2,6
3,664753b-7566-41e0-8006-7009c6735406.csv,Ovary-AdenoCA,3,6
4,9508a0d-ebe0-4fa1-b7b2-1710814181cd.csv,Ovary-AdenoCA,4,6
5,ae2193f-0d68-485a-b8c2-7568cbcce33e.csv,Ovary-AdenoCA,5,6
7,ead45d8-d785-4404-8319-2ef951e02e03.csv,Ovary-AdenoCA,7,6
8,23c9d1c-72ba-4d82-8e57-d5caa52a40ba.csv,Ovary-AdenoCA,8,6
9,27b0f7d-d24e-48b7-ac25-d3f14a43952d.csv,Ovary-AdenoCA,9,6
10,2874085-a596-41ae-b4cd-817cb1ebb278.csv,Ovary-AdenoCA,10,6
11,292e13b-d7c6-447b-a227-9a8113215580.csv,Ovary-AdenoCA,1,6
12,29de5b2-d9b0-4762-9ef8-72d98231fb50.csv,Ovary-AdenoCA,2,6
13,4ed7388-41ed-43d4-afb2-04cd6410d5d2.csv,Ovary-AdenoCA,3,6
14,659bae5-3140-4d05-891c-81b48277b2fc.csv,Ovary-AdenoCA,4,6
15,6df7888-2480-4394-8856-d57a6ef371d2.csv,Ovary-AdenoCA,5,6
17,be8fa2c-8fea-4e8c-90db-c04d9fcdbf49.csv,Ovary-AdenoCA,7,6
18,dc9e7fd-fc62-4b32-9619-4e02a266a385.csv,Ovary-AdenoCA,8,6
19,5f73b03-4ba8-47ba-ad80-6ccb82105c98.csv,Ovary-AdenoCA,9,6
20,a8d63eb-0174-4213-9214-413f391f512c.csv,Ovary-AdenoCA,10,6
21,b40a733-7a63-4bb8-a953-95a4ee28f962.csv,Ovary-AdenoCA,1,6
22,b4feb84-89e4-4c38-8561-5ffab02c8132.csv,Ovary-AdenoCA,2,6
23,c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37.csv,Ovary-AdenoCA,3,6
24,f2eaecc-6509-423f-b63a-8c3bea1ba4a4.csv,Ovary-AdenoCA,4,6
25,3ea81f2-db2c-4567-bd7b-4cb9aadfef88.csv,Ovary-AdenoCA,5,6
27,7522f18-77b2-4414-8df8-3c2c8048adba.csv,Ovary-AdenoCA,7,6
28,a5eaed6-fcfd-437a-b61c-fd3725c64717.csv,Ovary-AdenoCA,8,6
29,a6bce45-0431-49d8-82df-b1d9a738e5a6.csv,Ovary-AdenoCA,9,6
30,c2b1509-1eb9-4b79-9569-57810f291499.csv,Ovary-AdenoCA,10,6
31,2465bbd-289b-4e96-98fe-76809c5e1520.csv,Ovary-AdenoCA,1,6
32,2af8f74-fd4b-486d-bc11-db53cc471d62.csv,Ovary-AdenoCA,2,6
33,4eebc04-c027-45ae-beca-c4012b494f29.csv,Ovary-AdenoCA,3,6
34,679f37a-4f09-449b-a1d8-1f02847996da.csv,Ovary-AdenoCA,4,6
35,6f19b5c-3eba-4b23-a1ab-9748090ca4e5.csv,Ovary-AdenoCA,5,6
37,04cdfc5-6721-43ef-b31e-fdf52f0cd9cd.csv,Ovary-AdenoCA,7,6
38,1b25b37-f75c-4380-a0f6-5273e0b7ee33.csv,Ovary-AdenoCA,8,6
39,3bcbb68-addd-47fc-9910-cd1d3f38197d.csv,Ovary-AdenoCA,9,6
40,533240d-8fed-440d-b781-6092785a77ce.csv,Ovary-AdenoCA,10,6
41,8faf969-bf37-4180-8807-2f44f2cc8eda.csv,Ovary-AdenoCA,1,6
42,b560f4c-d2a3-43fa-b394-abef78bdefc1.csv,Ovary-AdenoCA,2,6
43,cc7c966-499e-49e3-b509-4eeb00ee03d4.csv,Ovary-AdenoCA,3,6
44,d922e48-aa70-454d-9417-c9af686feebc.csv,Ovary-AdenoCA,4,6
45,69f0e01-28f6-4ed8-bdb5-73f84ea28f78.csv,Ovary-AdenoCA,5,6
47,821446e-8e76-46fe-b0b9-47feb46d2585.csv,Ovary-AdenoCA,7,6
48,c31d730-1734-44ac-92b3-760981528723.csv,Ovary-AdenoCA,8,6
49,ce42746-88aa-485f-a1c4-1759aad95914.csv,Ovary-AdenoCA,9,6
50,f981023-4269-4e8e-a4ab-2c92bb27273c.csv,Ovary-AdenoCA,10,6
51,fffe0cf-bb38-4e77-88ab-a256bd7fbbce.csv,Ovary-AdenoCA,1,6
52,45b8756-0eab-423f-8cde-e0ff1aaa6596.csv,Ovary-AdenoCA,2,6
53,a921087-8e62-4a93-a757-fd8cdbe1eb8f.csv,Ovary-AdenoCA,3,6
54,fdd07a4-4a27-40c3-af92-a0074e6391f5.csv,Ovary-AdenoCA,4,6
55,093649a-74d6-4832-9154-8cc0182fa381.csv,Ovary-AdenoCA,5,6
57,4ca6ab0-9edc-4636-9d27-55cdba334d7d.csv,Ovary-AdenoCA,7,6
58,658f4f5-9a50-4195-8ea3-227951977647.csv,Ovary-AdenoCA,8,6
59,6f23897-dba0-4e89-8381-d174eaa6fcc1.csv,Ovary-AdenoCA,9,6
60,888e808-594b-4c76-b2e4-62aa56736f7c.csv,Ovary-AdenoCA,10,6
61,9dad92e-5b3f-479a-a6da-a94ee7df7f8a.csv,Ovary-AdenoCA,1,6
62,a69f3ca-4e17-4daa-8722-a36316e345ba.csv,Ovary-AdenoCA,2,6
63,b28f6d2-4b7d-493b-826e-b119a4fb0cb4.csv,Ovary-AdenoCA,3,6
64,020b6a5-8325-4b0d-84d9-04371c857910.csv,Ovary-AdenoCA,4,6
65,41fcb56-e059-403d-aab1-0692a3ecc45e.csv,Ovary-AdenoCA,5,6
67,a5bb831-8cb8-4de0-b94b-088cb38def1a.csv,Ovary-AdenoCA,7,6
68,aecfc8f-62ea-4acf-aa00-d1f0fe6c6556.csv,Ovary-AdenoCA,8,6
69,e6806c4-d331-4025-abee-2f576e3bf182.csv,Ovary-AdenoCA,9,6
70,0bbb3b1-e774-4c75-9301-ba43fb803f20.csv,Ovary-AdenoCA,10,6
71,1fc7064-abf5-477d-983e-576a784e1d40.csv,Ovary-AdenoCA,1,6
72,3135834-3af0-4e98-bc6f-ad8ddf33db80.csv,Ovary-AdenoCA,2,6
73,330a96e-9897-4605-b5f1-5b5ef45cd365.csv,Ovary-AdenoCA,3,6
74,cd510de-b732-4a1a-8b72-6d22e763540b.csv,Ovary-AdenoCA,4,6
75,e82fead-2671-4335-a342-67bb69935ad9.csv,Ovary-AdenoCA,5,6
77,75b2663-dcc6-411c-bfcc-574aa33cf388.csv,Ovary-AdenoCA,7,6
78,97941dd-9844-4db2-9e25-42c725f47d70.csv,Ovary-AdenoCA,8,6
79,bb2cf2f-8f32-43d4-846c-d1020e6329ec.csv,Ovary-AdenoCA,9,6
80,be59385-5f83-43f6-a485-517c860bef6f.csv,Ovary-AdenoCA,10,6
81,c9b66f5-fcb8-4545-ab2d-438bb810edc0.csv,Ovary-AdenoCA,1,6
82,ff518fb-6da7-4dfc-ae4c-bd3f641028e2.csv,Ovary-AdenoCA,2,6
83,2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1.csv,Ovary-AdenoCA,3,6
84,691d6b3-8e70-4951-8551-2ee4e4d0d10b.csv,Ovary-AdenoCA,4,6
85,767254e-b289-4904-a80f-050cf01ff8ba.csv,Ovary-AdenoCA,5,6
87,d9efdef-a7fb-49e5-9515-63606ae8bbfc.csv,Ovary-AdenoCA,7,6
88,f6c7066-6611-43ec-aef1-295a976cce5b.csv,Ovary-AdenoCA,8,6
89,2e4dc23-992d-4e44-add4-2972718083cb.csv,Ovary-AdenoCA,9,6
90,392ded3-afc8-4c79-b278-40245f18f2f8.csv,Ovary-AdenoCA,10,6
91,4bf6034-aeae-48a6-907b-10e2cc904015.csv,Ovary-AdenoCA,1,6
92,67cad13-e849-48b0-926c-10b6046ba0b9.csv,Ovary-AdenoCA,2,6
93,8c2b4b2-e12b-43d2-bafc-87b29f027797.csv,Ovary-AdenoCA,3,6
94,9e66fc5-9018-4568-b388-c5eb756f7823.csv,Ovary-AdenoCA,4,6
95,a43386c-47f8-4e03-b6ca-8b94e13792e7.csv,Ovary-AdenoCA,5,6
97,ce54d09-9827-4fe2-abe1-c5b7d528ba7f.csv,Ovary-AdenoCA,7,6
98,45f3391-2e74-4767-817a-280cebac7c57.csv,Ovary-AdenoCA,8,6
99,4aaca83-3ae9-47f6-a975-c144767ad705.csv,Ovary-AdenoCA,9,6
100,6f7344b-951f-4f3f-b140-7bf53164c462.csv,Ovary-AdenoCA,10,6
101,84debc4-b47d-48ed-a0d0-2859f0ebf987.csv,Ovary-AdenoCA,1,6
102,9d98643-01ee-40c3-a617-e004559625cd.csv,Ovary-AdenoCA,2,6
103,fbec43c-0c16-4006-abe8-c3ec2ec42c05.csv,Ovary-AdenoCA,3,6
104,fec3225-de07-4559-9a90-95223495cc61.csv,Ovary-AdenoCA,4,6
105,1504811-8363-41e6-b43c-62452b1262d3.csv,Ovary-AdenoCA,5,6
107,6189828-eeaa-4d21-b163-53bf3d47a640.csv,Ovary-AdenoCA,7,6
108,6c811ff-f22e-490b-9b23-b527d20e6e6d.csv,Ovary-AdenoCA,8,6
109,858d813-f3c5-4ad9-8c20-9f231d6624d8.csv,Ovary-AdenoCA,9,6
110,988e698-9b34-45ce-ba4c-74e06e9cae4a.csv,Ovary-AdenoCA,10,6
111,ea5827b-251d-474b-8713-fc76db995fe7.csv,Ovary-AdenoCA,1,6
112,f3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39.csv,Ovary-AdenoCA,2,6
0,1b0848c-ae36-4ade-a3da-d297b003c99f.csv,Panc-AdenoCA,3,6
1,2c97e2b-914e-4afc-bf50-78f0cfbfa67b.csv,Panc-AdenoCA,4,6
2,2e5c36f-5bec-45e2-a048-875653b85ca1.csv,Panc-AdenoCA,5,6
4,46d7386-95c8-4501-9e55-c85bec272a7a.csv,Panc-AdenoCA,7,6
5,5070acd-3ec1-44bb-9c32-26d3a483a72a.csv,Panc-AdenoCA,8,6
6,554ffe5-31f7-43f5-8372-2b73c9cf3527.csv,Panc-AdenoCA,9,6
7,79bcb09-a075-4313-9a3e-dd67734a8c5d.csv,Panc-AdenoCA,10,6
8,972bfcf-c6c6-48cc-b820-cdfa6279a4f3.csv,Panc-AdenoCA,1,6
9,9cb8bc5-13ac-44ac-9b7d-6de143373570.csv,Panc-AdenoCA,2,6
10,9e1fe3e-bfd8-4175-ac42-0e1bf0ba5523.csv,Panc-AdenoCA,3,6
11,b29c893-03bf-4131-b192-c14a2788d411.csv,Panc-AdenoCA,4,6
12,cf9bbc2-cbd5-4b64-8d90-cfa416307b39.csv,Panc-AdenoCA,5,6
14,fbd94b1-bb34-4620-841b-861a0b5e0c12.csv,Panc-AdenoCA,7,6
15,fc63b79-7fff-441d-88fc-922d53c787ab.csv,Panc-AdenoCA,8,6
16,168944c-5451-4a18-8758-88bf5723bdd9.csv,Panc-AdenoCA,9,6
17,29459c1-38be-45da-bb87-18848c97c544.csv,Panc-AdenoCA,10,6
18,2f038e1-00af-4c64-a2e0-9e63323492ef.csv,Panc-AdenoCA,1,6
19,327bbd4-a466-4e26-905f-cf91315f1cc8.csv,Panc-AdenoCA,2,6
20,447c8cb-25d4-4092-8919-4df08f898d2d.csv,Panc-AdenoCA,3,6
21,70ad241-9e24-469b-b7ca-3fd783a89b21.csv,Panc-AdenoCA,4,6
22,776f326-b12f-4355-8107-80fa6fcd2159.csv,Panc-AdenoCA,5,6
24,a0ef226-41a5-4b56-9078-4b7834f0c976.csv,Panc-AdenoCA,7,6
25,a841850-fca0-48ab-8c78-db0bd5a64435.csv,Panc-AdenoCA,8,6
26,ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6.csv,Panc-AdenoCA,9,6
27,b0fe1d5-b286-4f49-ae92-94d9c6db9657.csv,Panc-AdenoCA,10,6
28,c28e44a-6e6c-44ed-b58a-e3262c0e6759.csv,Panc-AdenoCA,1,6
29,c9fbe26-1447-4335-aaab-06d6bb3e2741.csv,Panc-AdenoCA,2,6
30,e181878-c640-4e91-a620-3fc4b08a4de1.csv,Panc-AdenoCA,3,6
31,f81a1b0-8089-44ef-87b5-b3359a407ad2.csv,Panc-AdenoCA,4,6
32,0d1b88b-3ff6-4201-a748-6a993500c652.csv,Panc-AdenoCA,5,6
34,1b1a37f-e91e-4ce1-83cf-bb89b8d0fb35.csv,Panc-AdenoCA,7,6
35,28fb827-c05e-494c-8a21-e1d925e100cb.csv,Panc-AdenoCA,8,6
36,30f53ef-be3f-495e-9b95-b0f670bd6908.csv,Panc-AdenoCA,9,6
37,41abdfd-e6de-4830-a233-4bbc5f622725.csv,Panc-AdenoCA,10,6
38,564a262-03e8-467b-9ea2-f3ab38d75ae1.csv,Panc-AdenoCA,1,6
39,5c32aca-6738-43ef-a103-243f2f9a3b43.csv,Panc-AdenoCA,2,6
40,5cf7449-8c5b-403e-aa75-e2af158598e8.csv,Panc-AdenoCA,3,6
41,8f41a20-b6d6-4ecc-888f-72f779ad9af7.csv,Panc-AdenoCA,4,6
42,9a00d78-b9bb-4c6b-b142-d5b8bfa63455.csv,Panc-AdenoCA,5,6
44,b6d4d66-7f0b-4bc0-b3d6-171956a937c5.csv,Panc-AdenoCA,7,6
45,bd9ccca-3fae-4b66-a762-6f30d6276222.csv,Panc-AdenoCA,8,6
46,bf5b018-9f19-4fbd-9e1f-7d958aabe5d1.csv,Panc-AdenoCA,9,6
47,c48eefe-2a08-47bf-8e4d-cbaab6777150.csv,Panc-AdenoCA,10,6
48,e43e0ca-54ea-482e-acf2-0048d9187a5c.csv,Panc-AdenoCA,1,6
49,fdfb06c-0d2f-4e1d-9756-bcb08a7f90af.csv,Panc-AdenoCA,2,6
50,1c75873-abb4-4d88-9e2f-07497a6c892d.csv,Panc-AdenoCA,3,6
51,2fa6457-c8bd-4d26-8106-925baf13df68.csv,Panc-AdenoCA,4,6
52,3061bf5-9b99-4735-a810-f2d5eeef6873.csv,Panc-AdenoCA,5,6
54,3bcd589-80db-4a58-8f83-a48cb60e0fda.csv,Panc-AdenoCA,7,6
55,68e592d-260c-4f58-81c4-a9f1e6177a4b.csv,Panc-AdenoCA,8,6
56,933c60d-73d6-4f74-ae02-fd545fc1f092.csv,Panc-AdenoCA,9,6
57,9c6c3b3-4683-4d11-984c-ed589188da65.csv,Panc-AdenoCA,10,6
58,9d38c06-3779-4ca4-b103-1d096f93dae8.csv,Panc-AdenoCA,1,6
59,b526846-72d6-4e10-b7cd-8cdb45a92a1c.csv,Panc-AdenoCA,2,6
60,bfbc33d-804b-4bb3-97ac-97563d77b13d.csv,Panc-AdenoCA,3,6
61,c86ba21-7b11-4ec7-9d20-a2325197c676.csv,Panc-AdenoCA,4,6
62,e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f.csv,Panc-AdenoCA,5,6
64,fb8f017-576f-4901-b8bf-3a58e5d43de3.csv,Panc-AdenoCA,7,6
65,fba4880-cb7b-4ac5-ab5f-728614faa1ea.csv,Panc-AdenoCA,8,6
66,0378b7a-a65d-4510-aaba-a34c4058fac7.csv,Panc-AdenoCA,9,6
67,2f00950-09c9-461a-8423-d5b04a96af10.csv,Panc-AdenoCA,10,6
68,41d2f21-b448-4fc8-8c54-9b85aca56237.csv,Panc-AdenoCA,1,6
69,652ae03-b096-42d0-bdfa-3f6281d4f023.csv,Panc-AdenoCA,2,6
70,6e166fe-3b20-49ad-98db-42c854c61c93.csv,Panc-AdenoCA,3,6
71,a4e0397-8702-46ef-aaa8-3980f03a40bf.csv,Panc-AdenoCA,4,6
72,a88981e-e409-440f-9bf0-71ca1bab8b4e.csv,Panc-AdenoCA,5,6
74,c027164-12de-456f-b933-6bc91f70b46f.csv,Panc-AdenoCA,7,6
75,c4aa1b1-fda3-4c5b-b588-68aa727500ad.csv,Panc-AdenoCA,8,6
76,cbe411b-b05e-46bd-bea8-126289a0866c.csv,Panc-AdenoCA,9,6
77,db9e471-0068-4ec6-9bcb-33ef5fdec33e.csv,Panc-AdenoCA,10,6
78,1458c86-0fdd-470e-b059-1ffbffc92a7f.csv,Panc-AdenoCA,1,6
79,187e77d-f412-4303-8049-11d1aa1a0235.csv,Panc-AdenoCA,2,6
80,255d645-d3d2-422e-8449-046cd21f4935.csv,Panc-AdenoCA,3,6
81,2f43b72-15ea-40a0-a3b4-4bf22bc0bf25.csv,Panc-AdenoCA,4,6
82,3534b3c-cd15-4d68-a9b1-6902bb234c45.csv,Panc-AdenoCA,5,6
84,3e6a756-bdcc-4217-afe7-27d776159544.csv,Panc-AdenoCA,7,6
85,4195db3-94a9-4538-8bb8-9953d936acd4.csv,Panc-AdenoCA,8,6
86,41f91bd-7e9d-4348-9e78-45b948d8967e.csv,Panc-AdenoCA,9,6
87,650dc4e-8bce-4716-9199-cd5750d7a888.csv,Panc-AdenoCA,10,6
88,69ff1b4-de87-4309-8484-80549aaf9485.csv,Panc-AdenoCA,1,6
89,b41e033-6df8-411e-a13b-59eeb8afbf9b.csv,Panc-AdenoCA,2,6
90,d9ff58c-5702-48fc-a66a-d1276327fd49.csv,Panc-AdenoCA,3,6
91,f94cb62-4019-47ff-bf6a-eeda8e9e033c.csv,Panc-AdenoCA,4,6
92,0aff7a0-4960-4ed1-922b-3233ccbfdba1.csv,Panc-AdenoCA,5,6
94,0e78c80-41a5-456a-9a81-9007d18fd72c.csv,Panc-AdenoCA,7,6
95,297aa77-37a0-4f46-987b-32bd8653c0c2.csv,Panc-AdenoCA,8,6
96,31ab9d0-5400-400c-b0bc-c3e576bcfe06.csv,Panc-AdenoCA,9,6
97,44c669b-937b-4adc-81b9-6a1811cba9da.csv,Panc-AdenoCA,10,6
98,54dba9f-cfe5-4121-97c7-868613cdef53.csv,Panc-AdenoCA,1,6
99,5d2dbc3-a163-4696-b246-47a430e66572.csv,Panc-AdenoCA,2,6
100,6290cc6-1f1f-4a0b-83d1-423952da4840.csv,Panc-AdenoCA,3,6
101,867811f-ac89-47da-b5dc-1270033c36e7.csv,Panc-AdenoCA,4,6
102,8ba1105-569a-4209-9b45-0e2d64931806.csv,Panc-AdenoCA,5,6
104,b20f942-7b89-497c-8a2e-ccce74d20ca9.csv,Panc-AdenoCA,7,6
105,bdf00f6-670f-466e-87fb-e853e41f000e.csv,Panc-AdenoCA,8,6
106,fc0cb07-9713-4355-8543-f85d1c5505c2.csv,Panc-AdenoCA,9,6
107,0dd8453-11d3-4105-a8d0-6a755c52495d.csv,Panc-AdenoCA,10,6
108,1ef8379-03a0-4b81-92c9-1ba666fe4d7a.csv,Panc-AdenoCA,1,6
109,266ec7b-4824-4b88-910e-e9bfb848d55f.csv,Panc-AdenoCA,2,6
110,2a5e569-99d4-47bc-be1b-6296a5025080.csv,Panc-AdenoCA,3,6
111,2f82fbd-9838-4082-b605-bc3d80226f16.csv,Panc-AdenoCA,4,6
112,3058c80-607e-4b55-b112-8f8f6775d014.csv,Panc-AdenoCA,5,6
114,48d3ff3-8699-4519-8e0f-26b6a0581bff.csv,Panc-AdenoCA,7,6
115,54d26af-f184-497c-856a-cd1ea7a5115c.csv,Panc-AdenoCA,8,6
116,5cd90ef-e884-4812-bbf3-5a524d95147e.csv,Panc-AdenoCA,9,6
117,5fac59c-3346-4c5a-bb9f-fb67fec8d13b.csv,Panc-AdenoCA,10,6
118,8100212-65aa-4365-8b64-4b33f77732d5.csv,Panc-AdenoCA,1,6
119,8103d9b-0b8a-431e-bb58-5c99fbea12e4.csv,Panc-AdenoCA,2,6
120,981bbf3-dceb-4d89-900c-555967e97921.csv,Panc-AdenoCA,3,6
121,b318282-5df4-42bc-b1e0-0e4a66ba9204.csv,Panc-AdenoCA,4,6
122,c43c006-d917-4915-b304-65995b6c0d46.csv,Panc-AdenoCA,5,6
124,ccb9a4d-6f48-41c2-a630-27fde8c67d60.csv,Panc-AdenoCA,7,6
125,ccee959-1e87-4a39-b6b3-840ddcb94995.csv,Panc-AdenoCA,8,6
126,d04f401-3505-410c-8def-0348ecd8aae2.csv,Panc-AdenoCA,9,6
127,d7fff91-3f69-4123-b514-140ed3d9cd66.csv,Panc-AdenoCA,10,6
128,ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b.csv,Panc-AdenoCA,1,6
129,f42e118-aab6-438a-9e84-e7451fe12d7e.csv,Panc-AdenoCA,2,6
130,f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2.csv,Panc-AdenoCA,3,6
131,fcd8af9-4d73-4c97-95cc-b30b09f21bb2.csv,Panc-AdenoCA,4,6
132,1bc7f0c-865d-4801-a935-2ab04170df53.csv,Panc-AdenoCA,5,6
134,454fe53-869d-41c8-b0c8-a7929d00eec3.csv,Panc-AdenoCA,7,6
135,4a6ea88-eeb8-4060-a90c-e4abac013ad4.csv,Panc-AdenoCA,8,6
136,8bc38ba-ad1d-431e-a67e-0a5a23678386.csv,Panc-AdenoCA,9,6
137,8d5a8b2-daba-45ce-90bf-480fac85bf1d.csv,Panc-AdenoCA,10,6
138,9195d56-1ef2-41df-b200-9f18e38f574a.csv,Panc-AdenoCA,1,6
139,be6b14d-286a-471b-a282-ab98bc6050c3.csv,Panc-AdenoCA,2,6
140,c233a11-3b2e-4273-bbe1-b5a5f5a351d5.csv,Panc-AdenoCA,3,6
141,d67c121-37d0-4fc0-a349-2c9452589d65.csv,Panc-AdenoCA,4,6
